sessionName,monkeyName,sessionN,trial,block,blocktrial,trialType,targetLoc,ssd,response,rt,value
jou-cmand1DR-20201110,jo,1,48,3,13,Stop,Right,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,49,3,14,Stop,Left,483,Left,361,Low
jou-cmand1DR-20201110,jo,1,50,3,15,Go,Left,0,Left,338,Low
jou-cmand1DR-20201110,jo,1,51,3,16,Go,Left,0,Left,408,Low
jou-cmand1DR-20201110,jo,1,52,3,17,Go,Left,0,Left,355,Low
jou-cmand1DR-20201110,jo,1,53,3,18,Go,Right,0,Right,281,High
jou-cmand1DR-20201110,jo,1,54,3,19,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,55,3,20,Go,Left,0,Left,333,Low
jou-cmand1DR-20201110,jo,1,56,3,21,Stop,Left,267,Left,276,Low
jou-cmand1DR-20201110,jo,1,57,3,22,Go,Left,0,Left,355,Low
jou-cmand1DR-20201110,jo,1,58,3,23,Stop,Left,50,NoResponse,0,Low
jou-cmand1DR-20201110,jo,1,59,3,24,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,60,3,25,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,61,3,26,Stop,Left,267,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,62,3,27,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,63,3,28,Stop,Right,400,NoStart,0,High
jou-cmand1DR-20201110,jo,1,64,3,29,Stop,Right,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,65,3,30,Stop,Right,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,66,3,31,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,67,3,32,Stop,Left,483,Left,326,Low
jou-cmand1DR-20201110,jo,1,68,3,33,Go,Right,0,Right,274,High
jou-cmand1DR-20201110,jo,1,69,3,34,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,70,3,35,Stop,Right,200,NoStart,0,High
jou-cmand1DR-20201110,jo,1,71,3,36,Go,Left,0,Left,282,Low
jou-cmand1DR-20201110,jo,1,72,3,37,Go,Left,0,Left,274,Low
jou-cmand1DR-20201110,jo,1,73,3,38,Stop,Right,483,Right,301,High
jou-cmand1DR-20201110,jo,1,74,3,39,Stop,Left,267,Left,273,Low
jou-cmand1DR-20201110,jo,1,75,3,40,Go,Left,0,Left,280,Low
jou-cmand1DR-20201110,jo,1,76,4,1,Go,Right,0,Right,241,Low
jou-cmand1DR-20201110,jo,1,77,4,2,Stop,Right,133,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,78,4,3,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,79,4,4,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,80,4,5,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,81,4,6,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,82,4,7,Go,Left,0,Left,315,High
jou-cmand1DR-20201110,jo,1,83,4,8,Go,Right,0,Right,302,Low
jou-cmand1DR-20201110,jo,1,84,4,9,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,85,4,10,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,86,4,11,Go,Right,0,Right,283,Low
jou-cmand1DR-20201110,jo,1,87,4,12,Stop,Left,50,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,88,4,13,Go,Right,0,Right,370,Low
jou-cmand1DR-20201110,jo,1,89,4,14,Go,Left,0,Left,229,High
jou-cmand1DR-20201110,jo,1,90,4,15,Stop,Right,133,NoResponse,0,Low
jou-cmand1DR-20201110,jo,1,91,4,16,Stop,Left,333,Left,228,High
jou-cmand1DR-20201110,jo,1,92,4,17,Stop,Left,133,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,93,4,18,Stop,Right,267,NoResponse,0,Low
jou-cmand1DR-20201110,jo,1,94,4,19,Go,Left,0,Left,221,High
jou-cmand1DR-20201110,jo,1,95,4,20,Stop,Right,400,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,96,4,21,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,97,4,22,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,98,4,23,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,99,4,24,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,100,4,25,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,101,4,26,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,102,4,27,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,103,4,28,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,104,4,29,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,105,4,30,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,106,4,31,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,107,4,32,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,108,4,33,Stop,Left,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,109,4,34,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,110,4,35,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,111,4,36,Stop,Left,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,112,4,37,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,113,4,38,Stop,Left,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,114,4,39,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,115,4,40,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,116,4,41,Stop,Left,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,117,4,42,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,118,4,43,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,119,4,44,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,120,4,45,Stop,Left,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,121,4,46,Stop,Left,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,122,4,47,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,123,4,48,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,124,4,49,Stop,Left,483,NoStart,0,High
jou-cmand1DR-20201110,jo,1,125,4,50,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,126,4,51,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,127,4,52,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,128,4,53,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,129,4,54,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,130,4,55,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,131,4,56,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,132,4,57,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,133,4,58,Stop,Right,483,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,134,4,59,Go,Left,0,Left,232,High
jou-cmand1DR-20201110,jo,1,135,4,60,Go,Right,0,Right,258,Low
jou-cmand1DR-20201110,jo,1,136,5,1,Go,Left,0,Left,350,Low
jou-cmand1DR-20201110,jo,1,137,5,2,Go,Left,0,Left,445,Low
jou-cmand1DR-20201110,jo,1,138,5,3,Go,Left,0,Left,319,Low
jou-cmand1DR-20201110,jo,1,139,5,4,Go,Left,0,Left,496,Low
jou-cmand1DR-20201110,jo,1,140,5,5,Stop,Left,483,Left,277,Low
jou-cmand1DR-20201110,jo,1,141,5,6,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,142,5,7,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,143,5,8,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,144,5,9,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,145,5,10,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,146,5,11,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,147,5,12,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,148,5,13,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,149,5,14,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,150,5,15,Stop,Right,400,NoStart,0,High
jou-cmand1DR-20201110,jo,1,151,5,16,Stop,Right,333,NoStart,0,High
jou-cmand1DR-20201110,jo,1,152,5,17,Stop,Right,133,NoStart,0,High
jou-cmand1DR-20201110,jo,1,153,5,18,Stop,Left,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,154,5,19,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,155,5,20,Stop,Right,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,156,5,21,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,157,5,22,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,158,5,23,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,159,5,24,Stop,Left,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,160,5,25,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,161,5,26,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,162,5,27,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,163,5,28,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,164,5,29,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,165,5,30,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,166,5,31,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,167,5,32,Stop,Left,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,168,5,33,Go,Right,0,Right,247,High
jou-cmand1DR-20201110,jo,1,169,5,34,Go,Right,0,Right,227,High
jou-cmand1DR-20201110,jo,1,170,5,35,Stop,Left,50,NoResponse,0,Low
jou-cmand1DR-20201110,jo,1,171,5,36,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,172,5,37,Go,Right,0,Right,311,High
jou-cmand1DR-20201110,jo,1,173,5,38,Stop,Left,267,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,174,5,39,Go,Left,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,175,5,40,Go,Left,0,Left,253,Low
jou-cmand1DR-20201110,jo,1,176,5,41,Go,Right,0,Right,247,High
jou-cmand1DR-20201110,jo,1,177,5,42,Go,Left,0,Left,332,Low
jou-cmand1DR-20201110,jo,1,178,5,43,Go,Left,0,Left,338,Low
jou-cmand1DR-20201110,jo,1,179,5,44,Go,Left,0,Left,328,Low
jou-cmand1DR-20201110,jo,1,180,5,45,Go,Left,0,Left,339,Low
jou-cmand1DR-20201110,jo,1,181,5,46,Go,Right,0,Right,267,High
jou-cmand1DR-20201110,jo,1,182,5,47,Stop,Right,483,Right,291,High
jou-cmand1DR-20201110,jo,1,183,5,48,Go,Left,0,Left,277,Low
jou-cmand1DR-20201110,jo,1,184,5,49,Stop,Left,267,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,185,5,50,Go,Right,0,Right,616,High
jou-cmand1DR-20201110,jo,1,186,5,51,Go,Left,0,Left,347,Low
jou-cmand1DR-20201110,jo,1,187,5,52,Stop,Right,267,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,188,5,53,Go,Right,0,Right,524,High
jou-cmand1DR-20201110,jo,1,189,5,54,Go,Left,0,Left,288,Low
jou-cmand1DR-20201110,jo,1,190,5,55,Go,Left,0,Left,318,Low
jou-cmand1DR-20201110,jo,1,191,5,56,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,192,5,57,Go,Left,0,Left,263,Low
jou-cmand1DR-20201110,jo,1,193,6,1,Go,Right,0,Right,257,Low
jou-cmand1DR-20201110,jo,1,194,6,2,Stop,Right,483,Right,433,Low
jou-cmand1DR-20201110,jo,1,195,6,3,Go,Right,0,Right,364,Low
jou-cmand1DR-20201110,jo,1,196,6,4,Go,Left,0,Left,276,High
jou-cmand1DR-20201110,jo,1,197,6,5,Go,Right,0,Right,276,Low
jou-cmand1DR-20201110,jo,1,198,6,6,Go,Left,0,Left,283,High
jou-cmand1DR-20201110,jo,1,199,6,7,Go,Left,0,Left,297,High
jou-cmand1DR-20201110,jo,1,200,6,8,Stop,Left,400,Left,273,High
jou-cmand1DR-20201110,jo,1,201,6,9,Go,Right,0,Right,345,Low
jou-cmand1DR-20201110,jo,1,202,6,10,Go,Left,0,Left,235,High
jou-cmand1DR-20201110,jo,1,203,6,11,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,204,6,12,Go,Left,0,Left,264,High
jou-cmand1DR-20201110,jo,1,205,6,13,Go,Right,0,Right,375,Low
jou-cmand1DR-20201110,jo,1,206,6,14,Stop,Left,333,Left,251,High
jou-cmand1DR-20201110,jo,1,207,6,15,Stop,Right,133,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,208,6,16,Stop,Right,50,NoResponse,0,Low
jou-cmand1DR-20201110,jo,1,209,6,17,Go,Left,0,Left,237,High
jou-cmand1DR-20201110,jo,1,210,6,18,Go,Left,0,Left,253,High
jou-cmand1DR-20201110,jo,1,211,7,1,Stop,Right,267,Right,285,High
jou-cmand1DR-20201110,jo,1,212,7,2,Go,Left,0,Left,242,Low
jou-cmand1DR-20201110,jo,1,213,7,3,Go,Left,0,Left,371,Low
jou-cmand1DR-20201110,jo,1,214,7,4,Go,Right,0,Right,282,High
jou-cmand1DR-20201110,jo,1,215,7,5,Go,Left,0,Left,333,Low
jou-cmand1DR-20201110,jo,1,216,7,6,Stop,Right,200,Right,233,High
jou-cmand1DR-20201110,jo,1,217,7,7,Go,Right,0,Right,345,High
jou-cmand1DR-20201110,jo,1,218,7,8,Go,Left,0,Left,394,Low
jou-cmand1DR-20201110,jo,1,219,7,9,Stop,Right,50,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,220,7,10,Go,Left,0,Left,494,Low
jou-cmand1DR-20201110,jo,1,221,7,11,Stop,Right,133,NoStart,0,High
jou-cmand1DR-20201110,jo,1,222,7,12,Go,Right,0,Right,354,High
jou-cmand1DR-20201110,jo,1,223,7,13,Go,Left,0,Left,320,Low
jou-cmand1DR-20201110,jo,1,224,7,14,Go,Right,0,Right,234,High
jou-cmand1DR-20201110,jo,1,225,7,15,Stop,Right,133,NoStart,0,High
jou-cmand1DR-20201110,jo,1,226,7,16,Go,Right,0,Right,277,High
jou-cmand1DR-20201110,jo,1,227,7,17,Stop,Right,133,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,228,7,18,Go,Right,0,Right,311,High
jou-cmand1DR-20201110,jo,1,229,7,19,Stop,Right,333,Right,312,High
jou-cmand1DR-20201110,jo,1,230,7,20,Go,Right,0,Right,293,High
jou-cmand1DR-20201110,jo,1,231,7,21,Go,Right,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,232,7,22,Go,Left,0,Left,347,Low
jou-cmand1DR-20201110,jo,1,233,7,23,Stop,Left,267,Left,268,Low
jou-cmand1DR-20201110,jo,1,234,7,24,Stop,Right,133,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,235,8,1,Stop,Left,333,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,236,8,2,Stop,Right,400,Right,414,Low
jou-cmand1DR-20201110,jo,1,237,8,3,Stop,Right,200,NoResponse,0,Low
jou-cmand1DR-20201110,jo,1,238,8,4,Go,Right,0,Right,397,Low
jou-cmand1DR-20201110,jo,1,239,8,5,Go,Left,0,Left,285,High
jou-cmand1DR-20201110,jo,1,240,8,6,Go,Left,0,Left,270,High
jou-cmand1DR-20201110,jo,1,241,8,7,Go,Right,0,Right,395,Low
jou-cmand1DR-20201110,jo,1,242,8,8,Stop,Left,267,Left,219,High
jou-cmand1DR-20201110,jo,1,243,8,9,Go,Right,0,Right,335,Low
jou-cmand1DR-20201110,jo,1,244,8,10,Go,Right,0,Right,328,Low
jou-cmand1DR-20201110,jo,1,245,8,11,Go,Left,0,Left,282,High
jou-cmand1DR-20201110,jo,1,246,8,12,Go,Left,0,Left,258,High
jou-cmand1DR-20201110,jo,1,247,8,13,Stop,Left,133,NoResponse,0,High
jou-cmand1DR-20201110,jo,1,248,8,14,Stop,Right,333,NoResponse,0,Low
jou-cmand1DR-20201110,jo,1,249,8,15,Go,Right,0,Right,543,Low
jou-cmand1DR-20201110,jo,1,250,8,16,Go,Right,0,Right,334,Low
jou-cmand1DR-20201110,jo,1,251,8,17,Go,Right,0,Right,386,Low
jou-cmand1DR-20201110,jo,1,252,8,18,Stop,Left,483,Left,243,High
jou-cmand1DR-20201110,jo,1,253,8,19,Stop,Right,333,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,254,8,20,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,255,8,21,Stop,Left,133,NoStart,0,High
jou-cmand1DR-20201110,jo,1,256,8,22,Go,Left,0,Left,255,High
jou-cmand1DR-20201110,jo,1,257,8,23,Go,Right,0,Right,301,Low
jou-cmand1DR-20201110,jo,1,258,8,24,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,259,8,25,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,260,8,26,Go,Left,0,Left,251,High
jou-cmand1DR-20201110,jo,1,261,8,27,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,262,8,28,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,263,8,29,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,264,8,30,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,265,8,31,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,266,8,32,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,267,8,33,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,268,8,34,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,269,8,35,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,270,8,36,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,271,8,37,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,272,8,38,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,273,8,39,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,274,8,40,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,275,8,41,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,276,8,42,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,277,8,43,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,278,8,44,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,279,8,45,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,280,8,46,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,281,8,47,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,282,8,48,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,283,8,49,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,284,8,50,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,285,8,51,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,286,8,52,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,287,8,53,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,288,8,54,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,289,8,55,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,290,8,56,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,291,8,57,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,292,8,58,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,293,8,59,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,294,8,60,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,295,8,61,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,296,8,62,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,297,8,63,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,298,8,64,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,299,8,65,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,300,8,66,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,301,8,67,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,302,8,68,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,303,8,69,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,304,8,70,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,305,8,71,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,306,8,72,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,307,8,73,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,308,8,74,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,309,8,75,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,310,8,76,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,311,8,77,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,312,8,78,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,313,8,79,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,314,8,80,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,315,8,81,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,316,8,82,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,317,8,83,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,318,8,84,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,319,8,85,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,320,8,86,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,321,8,87,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,322,8,88,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,323,8,89,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,324,8,90,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,325,8,91,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,326,8,92,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,327,8,93,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,328,8,94,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,329,8,95,Stop,Left,50,NoStart,0,High
