sessionName,monkeyName,sessionN,trial,block,blocktrial,trialType,targetLoc,ssd,response,rt,value
jou-cmand1DR-20201110,jo,1,330,8,96,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,331,8,97,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,332,8,98,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,333,8,99,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,334,8,100,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,335,8,101,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,336,8,102,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,337,8,103,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,338,8,104,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,339,8,105,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,340,8,106,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,341,8,107,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,342,8,108,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,343,8,109,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,344,8,110,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,345,8,111,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,346,8,112,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,347,8,113,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,348,8,114,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,349,8,115,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,350,8,116,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,351,8,117,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,352,8,118,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,353,8,119,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,354,8,120,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,355,8,121,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,356,8,122,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,357,8,123,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,358,8,124,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,359,8,125,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,360,8,126,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,361,8,127,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,362,8,128,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,363,8,129,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,364,8,130,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,365,8,131,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,366,8,132,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,367,8,133,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,368,8,134,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,369,8,135,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,370,8,136,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,371,8,137,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,372,8,138,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,373,8,139,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,374,8,140,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,375,8,141,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,376,8,142,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,377,8,143,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,378,8,144,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,379,8,145,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,380,8,146,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,381,8,147,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,382,8,148,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,383,8,149,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,384,8,150,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,385,8,151,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,386,8,152,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,387,8,153,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,388,8,154,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,389,8,155,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,390,8,156,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,391,8,157,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,392,8,158,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,393,8,159,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,394,8,160,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,395,8,161,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,396,8,162,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,397,8,163,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,398,8,164,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,399,8,165,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,400,8,166,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,401,8,167,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,402,8,168,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,403,8,169,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,404,8,170,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,405,8,171,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,406,8,172,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,407,8,173,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,408,8,174,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,409,8,175,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,410,8,176,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,411,8,177,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,412,8,178,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,413,8,179,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,414,8,180,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,415,8,181,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,416,8,182,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,417,8,183,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,418,8,184,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,419,8,185,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,420,8,186,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,421,8,187,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,422,8,188,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,423,8,189,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,424,8,190,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,425,8,191,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,426,8,192,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,427,8,193,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,428,8,194,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,429,8,195,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,430,8,196,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,431,8,197,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,432,8,198,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,433,8,199,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,434,8,200,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,435,8,201,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,436,8,202,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,437,8,203,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,438,8,204,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,439,8,205,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,440,8,206,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,441,8,207,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,442,8,208,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,443,8,209,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,444,8,210,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,445,8,211,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,446,8,212,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,447,8,213,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,448,8,214,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,449,8,215,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,450,8,216,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,451,8,217,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,452,8,218,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,453,8,219,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,454,8,220,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,455,8,221,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,456,8,222,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,457,8,223,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,458,8,224,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,459,8,225,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,460,8,226,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,461,8,227,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,462,8,228,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,463,8,229,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,464,8,230,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,465,8,231,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,466,8,232,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,467,8,233,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,468,8,234,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,469,8,235,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,470,8,236,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,471,8,237,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,472,8,238,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,473,8,239,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,474,8,240,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,475,8,241,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,476,8,242,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,477,8,243,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,478,8,244,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,479,8,245,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,480,8,246,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,481,8,247,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,482,8,248,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,483,8,249,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,484,8,250,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,485,8,251,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,486,8,252,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,487,8,253,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,488,8,254,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,489,8,255,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,490,8,256,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,491,8,257,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,492,8,258,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,493,8,259,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,494,8,260,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,495,8,261,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,496,8,262,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,497,8,263,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,498,8,264,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,499,8,265,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,500,8,266,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,501,8,267,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,502,8,268,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,503,8,269,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,504,8,270,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,505,8,271,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,506,8,272,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,507,8,273,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,508,8,274,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,509,8,275,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,510,8,276,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,511,8,277,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,512,8,278,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,513,8,279,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,514,8,280,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,515,8,281,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,516,8,282,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,517,8,283,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,518,8,284,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,519,8,285,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,520,8,286,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,521,8,287,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,522,8,288,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,523,8,289,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,524,8,290,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,525,8,291,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,526,8,292,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,527,8,293,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,528,8,294,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,529,8,295,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,530,8,296,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,531,8,297,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,532,8,298,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,533,8,299,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,534,8,300,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,535,8,301,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,536,8,302,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,537,8,303,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,538,8,304,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,539,8,305,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,540,8,306,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,541,8,307,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,542,8,308,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,543,8,309,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,544,8,310,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,545,8,311,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,546,8,312,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,547,8,313,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,548,8,314,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,549,8,315,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,550,8,316,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,551,8,317,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,552,8,318,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,553,8,319,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,554,8,320,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,555,8,321,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,556,8,322,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,557,8,323,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,558,8,324,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,559,8,325,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,560,8,326,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,561,8,327,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,562,8,328,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,563,8,329,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,564,8,330,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,565,8,331,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,566,8,332,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,567,8,333,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,568,8,334,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,569,8,335,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,570,8,336,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,571,8,337,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,572,8,338,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,573,8,339,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,574,8,340,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,575,8,341,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,576,8,342,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,577,8,343,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,578,8,344,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,579,8,345,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,580,8,346,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,581,8,347,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,582,8,348,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,583,8,349,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,584,8,350,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,585,8,351,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,586,8,352,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,587,8,353,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,588,8,354,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,589,8,355,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,590,8,356,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,591,8,357,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,592,8,358,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,593,8,359,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,594,8,360,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,595,8,361,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,596,8,362,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,597,8,363,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,598,8,364,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,599,8,365,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,600,8,366,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,601,8,367,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,602,8,368,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,603,8,369,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,604,8,370,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,605,8,371,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,606,8,372,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,607,8,373,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,608,8,374,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,609,8,375,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,610,8,376,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,611,8,377,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,612,8,378,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,613,8,379,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,614,8,380,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,615,8,381,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,616,8,382,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,617,8,383,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,618,8,384,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,619,8,385,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,620,8,386,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,621,8,387,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,622,8,388,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,623,8,389,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,624,8,390,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,625,8,391,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,626,8,392,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,627,8,393,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,628,8,394,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,629,8,395,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,630,8,396,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,631,8,397,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,632,8,398,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,633,8,399,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,634,8,400,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,635,8,401,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,636,8,402,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,637,8,403,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,638,8,404,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,639,8,405,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,640,8,406,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,641,8,407,Stop,Right,50,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,642,8,408,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,643,8,409,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,644,8,410,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,645,8,411,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,646,8,412,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,647,8,413,Go,Left,0,NoStart,0,High
jou-cmand1DR-20201110,jo,1,648,8,414,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,649,8,415,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,650,8,416,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,651,8,417,Stop,Left,50,NoStart,0,High
jou-cmand1DR-20201110,jo,1,652,8,418,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,653,8,419,Go,Right,0,NoStart,0,Low
jou-cmand1DR-20201110,jo,1,654,8,420,Go,Right,0,NoStart,0,Low
